user_id,brand,month,compras,compras_anteriores,compras_futuras
518684883,samsung,2019-10-01,1,0,3.0
518687533,samsung,2019-10-01,1,0,2.0
518688639,samsung,2019-10-01,1,0,1.0
518688807,apple,2019-10-01,2,0,2.0
518689068,apple,2019-10-01,3,0,3.0
518689068,samsung,2019-10-01,2,0,2.0
518689147,bosch,2019-10-01,2,0,1.0
518689211,aeg,2019-10-01,2,0,1.0
518689211,samsung,2019-10-01,1,0,4.0
518689237,lucente,2019-10-01,1,0,1.0
518689551,samsung,2019-10-01,1,0,1.0
518689574,samsung,2019-10-01,1,0,1.0
518689659,samsung,2019-10-01,1,0,1.0
518689661,samsung,2019-10-01,2,0,2.0
518689703,apple,2019-10-01,5,0,2.0
518689761,oppo,2019-10-01,1,0,1.0
518689766,apple,2019-10-01,1,0,1.0
518689898,xiaomi,2019-10-01,1,0,1.0
518690303,xiaomi,2019-10-01,2,0,1.0
518691496,apple,2019-10-01,2,0,1.0
518691613,samsung,2019-10-01,6,0,11.0
518691956,apple,2019-10-01,1,0,1.0
518692037,xiaomi,2019-10-01,3,0,3.0
518692246,apple,2019-10-01,1,0,2.0
518692248,montale,2019-10-01,6,0,2.0
518692307,acer,2019-10-01,1,0,1.0
518692435,oppo,2019-10-01,1,0,1.0
518692911,xiaomi,2019-10-01,4,0,1.0
518692997,samsung,2019-10-01,4,0,1.0
518693624,bridgestone,2019-10-01,1,0,4.0
518694357,samsung,2019-10-01,3,0,3.0
518694740,apple,2019-10-01,4,0,1.0
518694740,samsung,2019-10-01,1,0,3.0
518694930,lucente,2019-10-01,13,0,1.0
518696142,apple,2019-10-01,2,0,1.0
518696385,apple,2019-10-01,2,0,1.0
518696577,apple,2019-10-01,1,0,1.0
518696794,samsung,2019-10-01,1,0,3.0
518697075,unknown,2019-10-01,1,0,1.0
518697159,apple,2019-10-01,1,0,4.0
518697206,apple,2019-10-01,1,0,3.0
518697678,samsung,2019-10-01,2,0,3.0
518697870,samsung,2019-10-01,1,0,2.0
518698032,starline,2019-10-01,5,0,1.0
518698245,xiaomi,2019-10-01,1,0,1.0
518699555,unknown,2019-10-01,1,0,1.0
518699769,apple,2019-10-01,1,0,1.0
518700297,samsung,2019-10-01,2,0,1.0
518700523,samsung,2019-10-01,6,0,1.0
518701259,unknown,2019-10-01,1,0,1.0
518702053,samsung,2019-10-01,6,0,1.0
518702841,apple,2019-10-01,3,0,4.0
518703196,huawei,2019-10-01,2,0,1.0
518703617,apple,2019-10-01,1,0,5.0
518703653,apple,2019-10-01,4,0,3.0
518703747,apple,2019-10-01,5,0,1.0
518703971,samsung,2019-10-01,1,0,1.0
518704045,apple,2019-10-01,1,0,1.0
518705105,samsung,2019-10-01,1,0,1.0
518706132,unknown,2019-10-01,1,0,1.0
518706152,apple,2019-10-01,3,0,1.0
518706230,apple,2019-10-01,14,0,2.0
518706313,apple,2019-10-01,1,0,1.0
518706872,samsung,2019-10-01,3,0,2.0
518707356,nokian,2019-10-01,1,0,1.0
518707545,apple,2019-10-01,2,0,2.0
518707604,yokohama,2019-10-01,3,0,1.0
518708371,apple,2019-10-01,1,0,3.0
518708550,yokohama,2019-10-01,3,0,1.0
518708825,apple,2019-10-01,1,0,1.0
518708945,unknown,2019-10-01,2,0,1.0
518709357,apple,2019-10-01,17,0,11.0
518709443,apple,2019-10-01,2,0,2.0
518709523,samsung,2019-10-01,1,0,1.0
518710041,apple,2019-10-01,1,0,1.0
518710041,samsung,2019-10-01,3,0,1.0
518711761,apple,2019-10-01,2,0,1.0
518711761,samsung,2019-10-01,2,0,4.0
518712679,dauscher,2019-10-01,1,0,2.0
518712815,samsung,2019-10-01,2,0,1.0
518712886,lg,2019-10-01,16,0,2.0
518712886,samsung,2019-10-01,20,0,1.0
518713403,apple,2019-10-01,2,0,2.0
518713666,unknown,2019-10-01,2,0,2.0
518713837,samsung,2019-10-01,1,0,1.0
518714565,apple,2019-10-01,1,0,1.0
518714635,oasis,2019-10-01,1,0,1.0
518714775,apple,2019-10-01,59,0,9.0
518714928,apple,2019-10-01,1,0,6.0
518715585,apple,2019-10-01,1,0,1.0
518716171,apple,2019-10-01,3,0,2.0
518716997,apple,2019-10-01,2,0,5.0
518717139,samsung,2019-10-01,22,0,1.0
518718339,samsung,2019-10-01,1,0,1.0
518718483,samsung,2019-10-01,7,0,1.0
518718544,samsung,2019-10-01,1,0,1.0
518718681,unknown,2019-10-01,1,0,1.0
518718695,samsung,2019-10-01,5,0,2.0
518719116,apple,2019-10-01,1,0,1.0
518719116,samsung,2019-10-01,2,0,1.0
518719895,apple,2019-10-01,1,0,4.0
518719895,samsung,2019-10-01,1,0,22.0
518719943,samsung,2019-10-01,5,0,5.0
518720202,apple,2019-10-01,1,0,1.0
518720832,oneplus,2019-10-01,1,0,3.0
518720993,apple,2019-10-01,5,0,1.0
518722023,apple,2019-10-01,1,0,4.0
518722151,apple,2019-10-01,1,0,6.0
518722386,apple,2019-10-01,1,0,1.0
518722743,unknown,2019-10-01,2,0,1.0
518722908,apple,2019-10-01,4,0,1.0
518723439,apple,2019-10-01,1,0,1.0
518723969,apple,2019-10-01,2,0,1.0
518724329,apple,2019-10-01,1,0,4.0
518724481,apple,2019-10-01,15,0,1.0
518725142,apple,2019-10-01,6,0,8.0
518725384,apple,2019-10-01,1,0,1.0
518726463,xiaomi,2019-10-01,1,0,2.0
518726628,apple,2019-10-01,1,0,2.0
518726650,kenwood,2019-10-01,3,0,1.0
518726650,moulinex,2019-10-01,1,0,1.0
518726712,samsung,2019-10-01,3,0,5.0
518726723,samsung,2019-10-01,2,0,2.0
518726892,crown,2019-10-01,1,0,1.0
518726939,samsung,2019-10-01,3,0,3.0
518728202,sony,2019-10-01,1,0,2.0
518728937,apple,2019-10-01,6,0,1.0
518729591,apple,2019-10-01,5,0,9.0
518729591,samsung,2019-10-01,3,0,1.0
518729852,apple,2019-10-01,6,0,6.0
518730189,apple,2019-10-01,10,0,1.0
518731424,lucente,2019-10-01,3,0,2.0
518732125,apple,2019-10-01,1,0,1.0
518732512,apple,2019-10-01,4,0,3.0
518732680,apple,2019-10-01,2,0,1.0
518732686,xiaomi,2019-10-01,1,0,1.0
518733601,samsung,2019-10-01,1,0,1.0
518733870,beko,2019-10-01,1,0,2.0
518735101,apple,2019-10-01,1,0,2.0
518735451,pioneer,2019-10-01,3,0,1.0
518735520,lucente,2019-10-01,2,0,2.0
518735520,unknown,2019-10-01,5,0,6.0
518736399,huawei,2019-10-01,3,0,1.0
518736741,samsung,2019-10-01,1,0,1.0
518738054,candy,2019-10-01,1,0,2.0
518738517,samsung,2019-10-01,1,0,1.0
518738517,xiaomi,2019-10-01,2,0,1.0
518738928,apple,2019-10-01,2,0,1.0
518739029,huawei,2019-10-01,1,0,1.0
518739032,samsung,2019-10-01,2,0,2.0
518739187,xiaomi,2019-10-01,2,0,5.0
518740740,apple,2019-10-01,1,0,1.0
518740754,bosch,2019-10-01,1,0,1.0
518740878,samsung,2019-10-01,1,0,2.0
518740935,apple,2019-10-01,25,0,10.0
518740990,apple,2019-10-01,1,0,1.0
518741024,samsung,2019-10-01,1,0,2.0
518741649,sony,2019-10-01,1,0,1.0
518741662,huawei,2019-10-01,1,0,1.0
518741686,apple,2019-10-01,7,0,7.0
518742921,samsung,2019-10-01,1,0,4.0
518743473,fossil,2019-10-01,1,0,1.0
518744344,samsung,2019-10-01,2,0,4.0
518745007,apple,2019-10-01,1,0,2.0
518745026,unknown,2019-10-01,7,0,1.0
518745425,samsung,2019-10-01,1,0,2.0
518746541,lg,2019-10-01,2,0,1.0
518746541,samsung,2019-10-01,17,0,9.0
518746541,xiaomi,2019-10-01,2,0,1.0
518746628,samsung,2019-10-01,1,0,1.0
518746767,casio,2019-10-01,1,0,1.0
518747313,apple,2019-10-01,4,0,19.0
518747340,apple,2019-10-01,1,0,1.0
518748094,nokia,2019-10-01,1,0,1.0
518748277,apple,2019-10-01,5,0,1.0
518751568,apple,2019-10-01,5,0,9.0
518751748,apple,2019-10-01,6,0,7.0
518751844,apple,2019-10-01,3,0,1.0
518752514,samsung,2019-10-01,4,0,1.0
518752735,samsung,2019-10-01,4,0,4.0
518752892,apple,2019-10-01,2,0,1.0
518753275,oppo,2019-10-01,3,0,6.0
518753275,samsung,2019-10-01,1,0,2.0
518753772,unknown,2019-10-01,2,0,2.0
518753772,xiaomi,2019-10-01,2,0,2.0
518753876,apple,2019-10-01,2,0,1.0
518753905,apple,2019-10-01,1,0,2.0
518753976,samsung,2019-10-01,4,0,9.0
518754596,apple,2019-10-01,3,0,1.0
518754652,apple,2019-10-01,11,0,1.0
518754706,apple,2019-10-01,4,0,2.0
518754708,samsung,2019-10-01,1,0,1.0
518756079,starline,2019-10-01,1,0,2.0
518757115,xiaomi,2019-10-01,1,0,2.0
518757648,xiaomi,2019-10-01,5,0,4.0
518757701,samsung,2019-10-01,1,0,1.0
518758034,ergo,2019-10-01,2,0,1.0
518759297,casio,2019-10-01,1,0,1.0
518759493,apple,2019-10-01,3,0,1.0
518759773,lucente,2019-10-01,1,0,1.0
518759800,samsung,2019-10-01,1,0,1.0
518760971,apple,2019-10-01,2,0,8.0
518761250,apple,2019-10-01,1,0,1.0
518761968,apple,2019-10-01,1,0,2.0
518762643,bosch,2019-10-01,1,0,1.0
518764320,samsung,2019-10-01,1,0,1.0
518764426,unknown,2019-10-01,2,0,1.0
518764831,apple,2019-10-01,1,0,1.0
518764831,cordiant,2019-10-01,1,0,1.0
518765367,polaris,2019-10-01,1,0,1.0
518765418,xiaomi,2019-10-01,2,0,1.0
518766142,samsung,2019-10-01,1,0,1.0
518766142,xiaomi,2019-10-01,1,0,3.0
518766333,hp,2019-10-01,2,0,1.0
518766659,samsung,2019-10-01,2,0,1.0
518766925,samsung,2019-10-01,3,0,1.0
518767278,samsung,2019-10-01,1,0,8.0
518767433,apple,2019-10-01,3,0,2.0
518767485,huawei,2019-10-01,2,0,1.0
518767969,apple,2019-10-01,1,0,3.0
518768388,samsung,2019-10-01,1,0,1.0
518768461,huawei,2019-10-01,1,0,2.0
518769087,apple,2019-10-01,5,0,1.0
518769328,xiaomi,2019-10-01,2,0,2.0
518770786,apple,2019-10-01,1,0,11.0
518771437,bosch,2019-10-01,1,0,1.0
518772338,xiaomi,2019-10-01,1,0,4.0
518773214,oppo,2019-10-01,2,0,1.0
518773214,samsung,2019-10-01,23,0,5.0
518773644,apple,2019-10-01,4,0,1.0
518774497,apple,2019-10-01,5,0,12.0
518775287,triangle,2019-10-01,1,0,1.0
518775993,casio,2019-10-01,1,0,1.0
518777218,apple,2019-10-01,1,0,1.0
518777641,apple,2019-10-01,1,0,1.0
518777965,apple,2019-10-01,1,0,3.0
518778399,dauscher,2019-10-01,1,0,3.0
518779407,samsung,2019-10-01,1,0,1.0
518780379,apple,2019-10-01,3,0,1.0
518780382,apple,2019-10-01,1,0,1.0
518781210,apple,2019-10-01,1,0,1.0
518781272,unknown,2019-10-01,5,0,2.0
518781313,jbl,2019-10-01,2,0,2.0
518781350,samsung,2019-10-01,1,0,3.0
518782599,apple,2019-10-01,1,0,1.0
518782778,lg,2019-10-01,5,0,2.0
518782778,samsung,2019-10-01,15,0,3.0
518782815,unknown,2019-10-01,3,0,2.0
518782857,apple,2019-10-01,2,0,1.0
518782857,samsung,2019-10-01,8,0,5.0
518782857,unknown,2019-10-01,1,0,1.0
518783357,festool,2019-10-01,1,0,1.0
518783357,unknown,2019-10-01,4,0,2.0
518783671,apple,2019-10-01,1,0,1.0
518783685,apple,2019-10-01,1,0,8.0
518783774,tefal,2019-10-01,2,0,1.0
518784153,apple,2019-10-01,1,0,1.0
518784439,apple,2019-10-01,4,0,2.0
518784647,samsung,2019-10-01,1,0,1.0
518784715,unknown,2019-10-01,1,0,1.0
518785763,unknown,2019-10-01,2,0,4.0
518785841,apple,2019-10-01,1,0,1.0
518785860,apple,2019-10-01,6,0,7.0
518786877,hp,2019-10-01,1,0,1.0
518787879,zeta,2019-10-01,3,0,1.0
518787892,unknown,2019-10-01,1,0,1.0
518788770,apple,2019-10-01,2,0,2.0
518788874,xiaomi,2019-10-01,1,0,2.0
518788897,unknown,2019-10-01,4,0,1.0
518790862,apple,2019-10-01,5,0,4.0
518790909,samsung,2019-10-01,1,0,2.0
518792061,unknown,2019-10-01,1,0,1.0
518792108,samsung,2019-10-01,1,0,1.0
518792168,samsung,2019-10-01,1,0,2.0
518792189,unknown,2019-10-01,1,0,1.0
518792848,dauscher,2019-10-01,1,0,1.0
518792848,lg,2019-10-01,1,0,1.0
518793035,apple,2019-10-01,1,0,1.0
518793087,apple,2019-10-01,3,0,1.0
518793419,bosch,2019-10-01,1,0,1.0
518794404,apple,2019-10-01,1,0,2.0
518794645,apple,2019-10-01,1,0,1.0
518794940,apple,2019-10-01,3,0,1.0
518794940,samsung,2019-10-01,3,0,6.0
518795006,apple,2019-10-01,8,0,1.0
518795631,apple,2019-10-01,1,0,1.0
518795794,apple,2019-10-01,1,0,2.0
518796330,apple,2019-10-01,2,0,1.0
518796581,apple,2019-10-01,4,0,6.0
518796581,rowenta,2019-10-01,1,0,1.0
518796600,apple,2019-10-01,2,0,2.0
518797303,samsung,2019-10-01,1,0,1.0
518797345,unknown,2019-10-01,1,0,1.0
518797445,xiaomi,2019-10-01,15,0,3.0
518797732,unknown,2019-10-01,1,0,1.0
518800046,apple,2019-10-01,1,0,2.0
518801071,xiaomi,2019-10-01,4,0,2.0
518801505,apple,2019-10-01,3,0,1.0
518801851,apple,2019-10-01,11,0,1.0
518801851,xiaomi,2019-10-01,4,0,5.0
518802145,unknown,2019-10-01,2,0,1.0
518802148,samsung,2019-10-01,4,0,1.0
518802367,samsung,2019-10-01,12,0,11.0
518802376,apple,2019-10-01,1,0,2.0
518802869,unknown,2019-10-01,22,0,3.0
518803030,apple,2019-10-01,21,0,4.0
518803410,unknown,2019-10-01,1,0,9.0
518804926,lucente,2019-10-01,2,0,2.0
518805584,apple,2019-10-01,2,0,2.0
518805584,samsung,2019-10-01,1,0,1.0
518805771,apple,2019-10-01,7,0,1.0
518806621,unknown,2019-10-01,1,0,1.0
518806819,housefit,2019-10-01,1,0,3.0
518806819,oppo,2019-10-01,3,0,4.0
518806819,samsung,2019-10-01,15,0,1.0
518806819,unknown,2019-10-01,3,0,1.0
518806919,xiaomi,2019-10-01,1,0,1.0
518807083,apple,2019-10-01,2,0,2.0
518807722,samsung,2019-10-01,1,0,1.0
518807916,apple,2019-10-01,1,0,1.0
518808125,apple,2019-10-01,5,0,5.0
518808390,samsung,2019-10-01,1,0,1.0
518809432,samsung,2019-10-01,3,0,2.0
518810626,kapsen,2019-10-01,1,0,1.0
518810981,apple,2019-10-01,2,0,4.0
518811028,xiaomi,2019-10-01,2,0,1.0
518812305,samsung,2019-10-01,1,0,1.0
518812697,apple,2019-10-01,2,0,1.0
518812775,samsung,2019-10-01,1,0,1.0
518813277,samsung,2019-10-01,1,0,1.0
518813535,samsung,2019-10-01,1,0,2.0
518813745,samsung,2019-10-01,23,0,1.0
518814067,samsung,2019-10-01,5,0,4.0
518814788,unknown,2019-10-01,1,0,1.0
518815696,samsung,2019-10-01,1,0,1.0
518819008,peda,2019-10-01,1,0,1.0
518819008,samsung,2019-10-01,4,0,1.0
518819039,samsung,2019-10-01,1,0,5.0
518819039,xiaomi,2019-10-01,1,0,4.0
518819456,samsung,2019-10-01,1,0,1.0
518821439,apple,2019-10-01,1,0,1.0
518821923,samsung,2019-10-01,1,0,1.0
518822652,samsung,2019-10-01,1,0,3.0
518823770,unknown,2019-10-01,1,0,1.0
518824963,apple,2019-10-01,3,0,1.0
518825536,maunfeld,2019-10-01,4,0,1.0
518825710,chicco,2019-10-01,15,0,1.0
518825987,unknown,2019-10-01,1,0,1.0
518826154,texet,2019-10-01,1,0,1.0
518827370,samsung,2019-10-01,1,0,2.0
518827547,apple,2019-10-01,1,0,4.0
518828339,apple,2019-10-01,12,0,5.0
518828339,samsung,2019-10-01,3,0,1.0
518828339,xiaomi,2019-10-01,2,0,1.0
518828372,unknown,2019-10-01,1,0,2.0
518828425,samsung,2019-10-01,18,0,13.0
518828515,unknown,2019-10-01,1,0,4.0
518828832,apple,2019-10-01,3,0,2.0
518828937,unknown,2019-10-01,1,0,1.0
518829637,apple,2019-10-01,2,0,1.0
518830366,samsung,2019-10-01,1,0,2.0
518830802,apple,2019-10-01,1,0,1.0
518831518,apple,2019-10-01,5,0,1.0
518831839,apple,2019-10-01,1,0,1.0
518833041,apple,2019-10-01,4,0,1.0
518833990,xiaomi,2019-10-01,2,0,2.0
518834267,triangle,2019-10-01,1,0,1.0
518834986,apple,2019-10-01,1,0,1.0
518836732,xiaomi,2019-10-01,2,0,10.0
518837140,samsung,2019-10-01,1,0,2.0
518837303,apple,2019-10-01,9,0,2.0
518837436,xiaomi,2019-10-01,1,0,1.0
518837443,xiaomi,2019-10-01,1,0,2.0
518837874,samsung,2019-10-01,1,0,1.0
518838022,apple,2019-10-01,4,0,6.0
518838892,unknown,2019-10-01,1,0,1.0
518839482,zeta,2019-10-01,2,0,2.0
518840371,cordiant,2019-10-01,1,0,1.0
518840496,apple,2019-10-01,22,0,1.0
518840837,apple,2019-10-01,7,0,3.0
518840837,samsung,2019-10-01,26,0,13.0
518841709,unknown,2019-10-01,1,0,4.0
518841871,apple,2019-10-01,2,0,2.0
518842486,honor,2019-10-01,2,0,3.0
518842765,apple,2019-10-01,1,0,1.0
518843885,samsung,2019-10-01,1,0,1.0
518844240,unknown,2019-10-01,3,0,2.0
518844654,xiaomi,2019-10-01,4,0,2.0
518845894,apple,2019-10-01,1,0,1.0
518846338,samsung,2019-10-01,1,0,1.0
518846984,samsung,2019-10-01,1,0,1.0
518847285,apple,2019-10-01,3,0,2.0
518847285,samsung,2019-10-01,1,0,3.0
518847341,prestigio,2019-10-01,5,0,2.0
518847458,apple,2019-10-01,2,0,4.0
518847977,unknown,2019-10-01,3,0,1.0
518848301,apple,2019-10-01,2,0,2.0
518848324,apple,2019-10-01,1,0,2.0
518848592,apple,2019-10-01,1,0,2.0
518848624,xiaomi,2019-10-01,2,0,1.0
518849410,arg,2019-10-01,1,0,1.0
518849739,apple,2019-10-01,28,0,4.0
518851105,apple,2019-10-01,1,0,2.0
518851273,samsung,2019-10-01,12,0,12.0
518853829,samsung,2019-10-01,1,0,2.0
518854715,hubert,2019-10-01,2,0,1.0
518856126,remington,2019-10-01,1,0,1.0
518856543,apple,2019-10-01,1,0,1.0
518856573,samsung,2019-10-01,1,0,1.0
518856688,samsung,2019-10-01,1,0,2.0
518856717,samsung,2019-10-01,3,0,2.0
518857472,samsung,2019-10-01,1,0,1.0
518858240,apple,2019-10-01,1,0,2.0
518858557,apple,2019-10-01,2,0,1.0
518859128,epson,2019-10-01,2,0,2.0
518859791,samsung,2019-10-01,1,0,1.0
518860606,christina,2019-10-01,1,0,2.0
518860736,samsung,2019-10-01,1,0,1.0
518861621,samsung,2019-10-01,2,0,1.0
518861809,apple,2019-10-01,28,0,1.0
518861962,apple,2019-10-01,6,0,3.0
518862634,canyon,2019-10-01,1,0,1.0
518862644,apple,2019-10-01,1,0,1.0
518863890,unknown,2019-10-01,2,0,1.0
518864607,xiaomi,2019-10-01,2,0,1.0
518864616,apple,2019-10-01,1,0,1.0
518865107,apple,2019-10-01,2,0,11.0
518865129,apple,2019-10-01,1,0,1.0
518866004,samsung,2019-10-01,6,0,7.0
518866187,apple,2019-10-01,1,0,1.0
518866324,apple,2019-10-01,3,0,1.0
518866324,samsung,2019-10-01,1,0,2.0
518866432,apple,2019-10-01,3,0,9.0
518866994,samsung,2019-10-01,1,0,2.0
518867256,samsung,2019-10-01,3,0,4.0
518869253,samsung,2019-10-01,1,0,1.0
518870934,samsung,2019-10-01,1,0,1.0
518871689,apple,2019-10-01,4,0,5.0
518871841,samsung,2019-10-01,3,0,6.0
518872014,apple,2019-10-01,8,0,1.0
518872430,xiaomi,2019-10-01,1,0,1.0
518873892,samsung,2019-10-01,3,0,1.0
518875057,samsung,2019-10-01,1,0,1.0
518875191,apple,2019-10-01,56,0,2.0
518875199,apple,2019-10-01,1,0,4.0
518875339,apple,2019-10-01,1,0,1.0
518875339,pioneer,2019-10-01,1,0,1.0
518875339,samsung,2019-10-01,1,0,7.0
518876026,matador,2019-10-01,1,0,1.0
518876032,unknown,2019-10-01,1,0,2.0
518876302,apple,2019-10-01,1,0,1.0
518876480,unknown,2019-10-01,1,0,2.0
518876561,unknown,2019-10-01,1,0,1.0
518877248,apple,2019-10-01,1,0,1.0
518877248,stagg,2019-10-01,3,0,2.0
518878156,samsung,2019-10-01,1,0,4.0
518878628,samsung,2019-10-01,5,0,4.0
518879383,apple,2019-10-01,4,0,1.0
518880126,remington,2019-10-01,1,0,1.0
518880793,casio,2019-10-01,3,0,1.0
518880793,samsung,2019-10-01,3,0,1.0
518881626,philips,2019-10-01,1,0,4.0
518883624,sony,2019-10-01,2,0,2.0
518883819,samsung,2019-10-01,2,0,2.0
518884809,apple,2019-10-01,7,0,4.0
518884896,samsung,2019-10-01,1,0,3.0
518884927,huawei,2019-10-01,2,0,2.0
518885125,apple,2019-10-01,1,0,2.0
518885390,apple,2019-10-01,6,0,2.0
518886539,samsung,2019-10-01,1,0,1.0
518887108,apple,2019-10-01,1,0,1.0
518887223,xiaomi,2019-10-01,1,0,1.0
518887999,xiaomi,2019-10-01,1,0,2.0
518888158,rowenta,2019-10-01,1,0,1.0
518888488,apple,2019-10-01,1,0,1.0
518889329,jbl,2019-10-01,1,0,1.0
518889329,xiaomi,2019-10-01,1,0,1.0
518889411,apple,2019-10-01,1,0,1.0
518889628,lider,2019-10-01,3,0,1.0
518889914,samsung,2019-10-01,1,0,1.0
518890491,unknown,2019-10-01,2,0,1.0
518890607,lg,2019-10-01,1,0,2.0
518890774,unknown,2019-10-01,1,0,1.0
518891916,dauscher,2019-10-01,1,0,1.0
518892267,apple,2019-10-01,1,0,1.0
518894106,samsung,2019-10-01,2,0,7.0
518894192,huawei,2019-10-01,1,0,1.0
518895146,apple,2019-10-01,1,0,2.0
518895543,unknown,2019-10-01,5,0,3.0
518896344,unknown,2019-10-01,1,0,1.0
518896940,samsung,2019-10-01,5,0,6.0
518897084,apple,2019-10-01,17,0,2.0
518897224,xiaomi,2019-10-01,1,0,1.0
518899582,samsung,2019-10-01,1,0,1.0
518899896,huawei,2019-10-01,63,0,2.0
518900114,lucente,2019-10-01,1,0,2.0
518900449,apple,2019-10-01,3,0,2.0
518900547,apple,2019-10-01,4,0,10.0
518900640,apple,2019-10-01,1,0,1.0
518900640,samsung,2019-10-01,4,0,12.0
518901227,oppo,2019-10-01,1,0,1.0
518901745,apple,2019-10-01,2,0,1.0
518902557,samsung,2019-10-01,2,0,1.0
518902826,samsung,2019-10-01,1,0,1.0
518904512,xiaomi,2019-10-01,1,0,1.0
518905914,unknown,2019-10-01,4,0,1.0
518906505,apple,2019-10-01,1,0,1.0
518907180,xiaomi,2019-10-01,5,0,1.0
518908499,apple,2019-10-01,1,0,1.0
518908638,unknown,2019-10-01,2,0,1.0
518908913,unknown,2019-10-01,2,0,1.0
518910672,samsung,2019-10-01,3,0,3.0
518910691,huawei,2019-10-01,1,0,1.0
518910852,vinzer,2019-10-01,1,0,1.0
518912055,apple,2019-10-01,1,0,2.0
518912282,huawei,2019-10-01,13,0,5.0
518912282,samsung,2019-10-01,2,0,1.0
518912443,apple,2019-10-01,3,0,1.0
518913698,apple,2019-10-01,5,0,11.0
518913906,scarlett,2019-10-01,1,0,1.0
518914992,nikon,2019-10-01,1,0,4.0
518915137,lucente,2019-10-01,1,0,1.0
518915499,apple,2019-10-01,1,0,5.0
518916666,apple,2019-10-01,1,0,1.0
518917431,continental,2019-10-01,2,0,1.0
518917431,sava,2019-10-01,4,0,1.0
518917738,nokia,2019-10-01,1,0,1.0
518917738,samsung,2019-10-01,1,0,1.0
518918041,xiaomi,2019-10-01,2,0,1.0
518918632,acer,2019-10-01,1,0,1.0
518918632,apple,2019-10-01,1,0,2.0
518919480,apple,2019-10-01,3,0,3.0
518919701,cordiant,2019-10-01,3,0,3.0
518919701,samsung,2019-10-01,1,0,6.0
518920336,cordiant,2019-10-01,1,0,1.0
518922422,lg,2019-10-01,1,0,1.0
518922765,samsung,2019-10-01,1,0,2.0
518923036,intel,2019-10-01,2,0,4.0
518923314,apple,2019-10-01,3,0,1.0
518923328,samsung,2019-10-01,1,0,1.0
518923337,jbl,2019-10-01,1,0,1.0
518923337,luminarc,2019-10-01,2,0,1.0
518924375,ariston,2019-10-01,1,0,1.0
518924375,xiaomi,2019-10-01,1,0,3.0
518924581,huawei,2019-10-01,2,0,1.0
518926716,oppo,2019-10-01,1,0,3.0
518927736,huawei,2019-10-01,1,0,1.0
518927791,samsung,2019-10-01,1,0,1.0
518927972,samsung,2019-10-01,9,0,2.0
518928181,unknown,2019-10-01,4,0,4.0
518931110,apple,2019-10-01,1,0,1.0
518932082,apple,2019-10-01,1,0,1.0
518932833,lucente,2019-10-01,1,0,1.0
518933445,samsung,2019-10-01,1,0,5.0
518933612,artel,2019-10-01,3,0,13.0
518933612,midea,2019-10-01,4,0,4.0
518933612,unknown,2019-10-01,5,0,1.0
518933876,apple,2019-10-01,1,0,2.0
518933876,nokia,2019-10-01,1,0,3.0
518933876,samsung,2019-10-01,1,0,3.0
518934275,samsung,2019-10-01,1,0,2.0
518935800,samsung,2019-10-01,1,0,3.0
518936032,apple,2019-10-01,1,0,3.0
518936495,apple,2019-10-01,1,0,1.0
518937985,apple,2019-10-01,7,0,3.0
518938394,apple,2019-10-01,2,0,1.0
518938664,apple,2019-10-01,2,0,3.0
518939391,samsung,2019-10-01,1,0,1.0
518939932,samsung,2019-10-01,1,0,2.0
518941147,haier,2019-10-01,9,0,2.0
518941944,apple,2019-10-01,3,0,1.0
518941944,philips,2019-10-01,2,0,2.0
518941944,samsung,2019-10-01,1,0,1.0
518943026,apple,2019-10-01,1,0,1.0
518943109,apple,2019-10-01,1,0,1.0
518943812,apple,2019-10-01,2,0,1.0
518944216,unknown,2019-10-01,1,0,1.0
518944397,unknown,2019-10-01,2,0,2.0
518944432,samsung,2019-10-01,2,0,1.0
518945649,apple,2019-10-01,2,0,1.0
518946662,rondell,2019-10-01,1,0,3.0
518949356,samsung,2019-10-01,2,0,1.0
518950420,ibox,2019-10-01,5,0,1.0
518953102,apple,2019-10-01,1,0,1.0
518954668,unknown,2019-10-01,1,0,5.0
518955337,apple,2019-10-01,4,0,1.0
518955732,apple,2019-10-01,1,0,1.0
518955995,unknown,2019-10-01,3,0,1.0
518956507,apple,2019-10-01,2,0,2.0
518956507,samsung,2019-10-01,1,0,1.0
518957516,samsung,2019-10-01,78,0,3.0
518959060,apple,2019-10-01,1,0,3.0
518959665,apple,2019-10-01,1,0,3.0
518960066,samsung,2019-10-01,4,0,2.0
518960325,apple,2019-10-01,24,0,11.0
518960325,samsung,2019-10-01,1,0,1.0
518960638,redmond,2019-10-01,1,0,1.0
518960718,unknown,2019-10-01,1,0,2.0
518961390,samsung,2019-10-01,3,0,1.0
518962217,apple,2019-10-01,8,0,2.0
518962278,tunga,2019-10-01,2,0,3.0
518963437,samsung,2019-10-01,3,0,4.0
518965465,samsung,2019-10-01,3,0,4.0
518969378,unknown,2019-10-01,3,0,1.0
518971022,samsung,2019-10-01,1,0,1.0
518971249,apple,2019-10-01,2,0,7.0
518975049,apple,2019-10-01,3,0,1.0
518976814,sony,2019-10-01,1,0,2.0
518978188,samsung,2019-10-01,1,0,1.0
518978631,samsung,2019-10-01,1,0,1.0
518978631,unknown,2019-10-01,1,0,1.0
518980679,apple,2019-10-01,5,0,1.0
518981196,apple,2019-10-01,2,0,39.0
518982185,apple,2019-10-01,1,0,7.0
